old                                      new
008cb02f0e4e381d7c12f92554216b4e65ac3f28 0000000000000000000000000000000000000000
008ea91aa3e610601464b541a6f11674fda82076 0000000000000000000000000000000000000000
0096b1f4fe5cf71c7b15e9fba0e6c05c73d7ee22 0000000000000000000000000000000000000000
009a610c76870fa80538e06fa0e7ac95d8cea238 2f1c0b320d4dd6a9d3080c84743932ff80e1d365
009b11602bda6b72c514b764a8bc63c36a12e447 0000000000000000000000000000000000000000
00b18e5703807a0670ff1eb45db6f7d294847701 0000000000000000000000000000000000000000
00b2911d76e24813393e24c0534dce2a1fbaa57b 0000000000000000000000000000000000000000
00bca0c9f96a8a4597e80934d48fbfe9ba27440e 0000000000000000000000000000000000000000
00c9ed9342f37fec8b5731ab9d44adf814c87d1a 0000000000000000000000000000000000000000
00cf07f5eb9bf7c59a12efaf1bc327c6fdf1d1a4 0000000000000000000000000000000000000000
00dc89e7fa2ae75cd3b5a023ec2d94cd76f3444d 0000000000000000000000000000000000000000
00dcdd8099e7d134c943eab4aa0c6aff70a511dd 0000000000000000000000000000000000000000
00e31dc5eb1fe819d3acad105854f8860cdca453 d6d7a8e76e726693a1d4adbea185319ecb1b77cc
00e6a65dbccda6557d1d032f760851b73c027f74 0000000000000000000000000000000000000000
00e97e1d6cca988d7cec70fbb9c0072785000dd2 0000000000000000000000000000000000000000
00ec9ac5a27864e3cdc79d38fda15d3dace5d193 0000000000000000000000000000000000000000
00efbaa4a60fbe0e9fa3f024dd68c13d9f8cfe1b 0000000000000000000000000000000000000000
010832958ddc2ee907781d070dc6cdff5a572d34 0000000000000000000000000000000000000000
010a8d2e531f144d05aa4f087a499de2fcb2a80e 6449d8b777fff5996a5858b1abdf4ea94bc5bb04
010db682913f9710280d631f66ea895998c2506d 0000000000000000000000000000000000000000
010eebf8dd0725c22dcf75e10d4e2fa69e0e845f 0000000000000000000000000000000000000000
011406b66c7a4331bff4ac8d4ccf0a587498ed20 0000000000000000000000000000000000000000
011915a6deb617af9b3ae5d9d9e7c61ddac542ff 0000000000000000000000000000000000000000
011d14ea16080bb1e182221b100147dde9d25a3f 0000000000000000000000000000000000000000
012d5142ae0465b31e28e5fa63e98cbf8e574c93 0000000000000000000000000000000000000000
0130cda0ccc6d060e1a4e6dea0f0796526d8520f 0000000000000000000000000000000000000000
0136ad8196cd499251c37f0a9610663b4f171452 0000000000000000000000000000000000000000
013b5e46a80a7a1426708d5be031f5b656ab5ca6 0000000000000000000000000000000000000000
013e677f055b9e583d4f01005b3c1956e1c5beeb 0000000000000000000000000000000000000000
01405e2ad929d9e84dfda1fba2be880089b7653b 0000000000000000000000000000000000000000
01408a4b4e14348a56f031da67cc86d1685577d6 0000000000000000000000000000000000000000
01417fe014d694d527b3972488a5888eb705b1e3 0000000000000000000000000000000000000000
014e76e0bb8094ed4d6a7ca7471cf190287a86f9 0000000000000000000000000000000000000000
0151252a1ad0366d8e688c8a3a237704dc92e7dd 0000000000000000000000000000000000000000
0153f1b0ccf6bccc529a7fad014e826fc4ee2584 0000000000000000000000000000000000000000
015a922e4a72101725b8acb5e3b09c3470bf203c 0000000000000000000000000000000000000000
015ebbbec77146e8eaef4ed17c051c5f2f0ff757 ea278a5a1533fb7dc44d4e0578204290b8caab20
015f4af9ec3016d1c4f56833a97853fb62e1f00e 0000000000000000000000000000000000000000
0166995ed4a4873846864168189983eed2a59fdd 4cd2d9d335c4bbfb3b8c13f62687712c9ef9a0e9
0166de26275b64c311e1ae06b2523f59a93f5980 0000000000000000000000000000000000000000
0167991f71945f77d99d2c2f744a3184b8adb368 0000000000000000000000000000000000000000
0167aa62b0d764244958c66745c48f656c3bc0da 0000000000000000000000000000000000000000
016a8c5fd73c01c6fb3cf48daa9823790000eb21 0000000000000000000000000000000000000000
016b39d719daa20f793052d21ccd1a0a7383a39e 0000000000000000000000000000000000000000
017831bc6409469e8d730a8f3f92acdb777169c0 0000000000000000000000000000000000000000
017a0e6839624d4e281dc3d3922c4f5905db742f 0000000000000000000000000000000000000000
017a7313f5d7d91f7b5b488d1f0947fc7ba513f4 0000000000000000000000000000000000000000
017dc4f160b8e1b7537a8a4d2ba2fe13bf1c06f3 0000000000000000000000000000000000000000
017f74de89f088a363cf530fddffdd313059edd8 0000000000000000000000000000000000000000
0184966a83c8a9c259d82e0049d8eb0338b0a66d 0000000000000000000000000000000000000000
018b672a928b7f4416e6bfffcae0e30fa940429a 0000000000000000000000000000000000000000
018e02bb1bc8e0d65f2b881c23809998d1f015ef 0000000000000000000000000000000000000000
0190f9a016af9f587439e87470b7ecf2e1e88269 0000000000000000000000000000000000000000
0191fa3f2f03d79e4ec28c02544a1fcf287977ec 242d9fdbe970100028e5a1fa8bcacf62c676faa1
01948bc6c104d40ac02ea7028ee357e7c5b2f412 3c8a0450afa72f8bb045ccb5bfcf71961b7e4133
019b282a20bfe8a9c467125a7d3b1d15463f131a f147fa3aef347885ac0761db46abe934e8aa9015
019b74c4c92941e9a5e7eeec6a10d2aedaca8e31 0000000000000000000000000000000000000000
01a15f8dba051ec59ce3502550bd4da413a6339f 0000000000000000000000000000000000000000
01a4449e246d1285cc1cbb087cd80a99915c6b4e 0000000000000000000000000000000000000000
01a5531bde7e2269324e88240fa313705cea27be 0000000000000000000000000000000000000000
01a5d4f58d84284b2babc4a727a6877e0f021a26 123de9c89785bd6c8a22c43615b3af72bdf95ba7
01a7c2d2ce4991b32bc5b3d39d977709eb92cd26 0000000000000000000000000000000000000000
01b9c9aa07fe8d2911db27fb0e9f707460ac6ef7 0000000000000000000000000000000000000000
01c3bccc4d039dfdb13f1d1b44d2f69aa0e6ab18 0000000000000000000000000000000000000000
01c794b149116387f787d533fa46f96fa6b468fb 0000000000000000000000000000000000000000
01c8d9879a5275157f9ddee6496ced2997bf710e 0000000000000000000000000000000000000000
01e9fa40a88fbfe6fcd5b65f3c9cf1fb68153cf9 0000000000000000000000000000000000000000
01eae68c8ad4fc007940c341e62b419984014fb1 0000000000000000000000000000000000000000
01f00966d671ae89b36390ea0a8f03f5171823c3 0000000000000000000000000000000000000000
01f2369ef5d74b7ff6b65ce3bbd2366a8e24f3f5 0000000000000000000000000000000000000000
0207cf657884fdeb8162fba91327bfe4f7e7365a 0000000000000000000000000000000000000000
020fd3aaee701801a2a8a70f25754bf766326f45 0000000000000000000000000000000000000000
0217b60ea4fa4366b307da4fd8662288498a87ca 0000000000000000000000000000000000000000
021bc7a195c3c4ab66272cc30f5d1728b7e9747a 0000000000000000000000000000000000000000
021c2ab6a83c39a511723c6a7ee94b1fb5aa3fab 0000000000000000000000000000000000000000
021dc3fe0e959ebd977b2dbfeaacb5533c61cfa3 0000000000000000000000000000000000000000
0229c7d02ceafb647f770a1f50010a88ffb81358 0000000000000000000000000000000000000000
022a0da94b2ebf1dce4044b36cf7a2124909129d 0000000000000000000000000000000000000000
02341217779a3880db16fc574af9dd514c8003d9 0000000000000000000000000000000000000000
023698d47f2d02f584182ebbff5c45555dee2ce7 0000000000000000000000000000000000000000
0236c96f1c0ffffa0de16948acb5b84036e3bd6e 0000000000000000000000000000000000000000
0246accf5385441401f162e6ae6deb36c448b7e5 0000000000000000000000000000000000000000
024fa3239a3c3f779fafd7e23598bef420830cd1 0000000000000000000000000000000000000000
0251bd91aecb89fd04f9dd0305315096add2723d 0000000000000000000000000000000000000000
025cfba3adc58e33c4d59dbe579e1e27e9ebb76f 3d763a8839e0629654187e1deac11b4b8e11c707
026bd656c8ab181c905de050f45352c51e084139 0000000000000000000000000000000000000000
026be52b68365d2eb5493414703183ecab73ec66 0000000000000000000000000000000000000000
026f485cc5f6976b9cfe9cc1097fbc4d0cf17c0c 0000000000000000000000000000000000000000
027d9198b63f7d4791b726ce8938c6b3e8fe81ec 0000000000000000000000000000000000000000
028552ef64ea69a9786aa56cc7b6270e6a6a7c74 0000000000000000000000000000000000000000
02885089ee605efa1879cc72d564d9d8eff6d82c 0000000000000000000000000000000000000000
028c0cd0b3e110e572afb8fdd363dd4cebafed32 0000000000000000000000000000000000000000
028eb61624e96e240fd554f1b5cd4ba3ea762011 0000000000000000000000000000000000000000
029f09ecc3c672e7cbfc270d3ee29d4e874da4c8 0000000000000000000000000000000000000000
02b139dedea081e447fd59175ff7030d81e1c159 0000000000000000000000000000000000000000
02b436be5df7457097d1ed6c1ea41a2b75a0b136 0000000000000000000000000000000000000000
02bf206c30d237bf95b8620598185826f6405c39 0000000000000000000000000000000000000000
02c0aa16513af2300c8087df80286829a692776c 0000000000000000000000000000000000000000
02c1e8c3c701c46b6055d3e8b0ea5030bd3766c0 0000000000000000000000000000000000000000
02c354a2395717270dc5b6cee608d6995b6496b4 d16ec1457a556b5316855e387f35de2ba5904413
02cc61ac156c2c2db23332198ca85885ffbe0ba6 4666c8fed39d345ce5408c475794fc82fb5e35bf
02d276be3a1de2a12c863be9bd299eb4887d8c74 0000000000000000000000000000000000000000
02de471a4ee99917a706852d4c781aa2120a5208 0000000000000000000000000000000000000000
02df850f71f283c1f433048fa3748066975a17da 0000000000000000000000000000000000000000
02ead158c5cbaca611662a57e9c79038cca0e997 0000000000000000000000000000000000000000
030657dd2fc1c3f1d1b1f41913489180de7be053 0000000000000000000000000000000000000000
0309148d5115c3dc0a8e49bfa480a178b116f831 0000000000000000000000000000000000000000
030bc9c629e792283cdd91c663e627b5bbfebdf1 0000000000000000000000000000000000000000
0312c29327d453af58fa9064e42a07d6868df852 0000000000000000000000000000000000000000
0320100b4aef97858106ebef5612b0fb25395b08 7d128c43c51a956519ce573f8843d7caf536d9f4
032256277a372f5acd144de753f27f89d0070532 0000000000000000000000000000000000000000
0326e2bc88597f8ef3a83f55d69d78d82c5c8cbc 0000000000000000000000000000000000000000
03326e0914d736ef1d0f9a4222e7e110f1044947 0000000000000000000000000000000000000000
03369abc0096a51cb336592c8c19f420738d67d1 0000000000000000000000000000000000000000
0337e3e4bf8e65bb0f8a71b38f1e16444fb672a0 51686569256e36f81fa21a0fa86095a18e5203ee
03407fa52f6bd262b988ee6de5c33c393275c664 0000000000000000000000000000000000000000
0344684acd8467b54a7ee8f35c73f1a29e2b7d8f 0000000000000000000000000000000000000000
03497d0241374ed6f7919b1f7b0de9e562ccff2a 0000000000000000000000000000000000000000
035d0db7c7fb656a5cced1eb6f727123eb7adfbc 0000000000000000000000000000000000000000
03612a8ed0590ad0992cdc9b0e92c360def215a4 0000000000000000000000000000000000000000
0368259c98dbfd1d9e7623d92eeb164d5cea9c96 0000000000000000000000000000000000000000
036e4e18f672c95f2349daf1731b69e776392ba9 0000000000000000000000000000000000000000
036e9b034e86077cda9cd2d2f3f3d0c84e4362b5 0000000000000000000000000000000000000000
0373c8da7dffc4c87e4e243d698d96eee945c861 0000000000000000000000000000000000000000
037536228137f229dc0d8a220957a23eed181834 0000000000000000000000000000000000000000
0381009159d5e61fd7b2504f6dea66a884a02621 0000000000000000000000000000000000000000
038520d72157390364ac7d5e4aa0b3065928be0d 0000000000000000000000000000000000000000
0385e4d1660216608800325b255645309dd784be 0000000000000000000000000000000000000000
0385f32deef0bd0306e54316f94f3c07f5c4149a 0000000000000000000000000000000000000000
0386d0abdd86e6eb732b894c130d294615ee21d3 0000000000000000000000000000000000000000
038acd44b05c719d49b9c8781d69f75c0ecb3062 0000000000000000000000000000000000000000
038c4dc2ed05b6d9cae2e21e54552d3a66f901f2 0000000000000000000000000000000000000000
0391420a58610fe5643700e7a9dc1cf70632039e 77cebff27057c41e0800ff9b161bef86bf1035d9
039b3b7f0c148c0bb7580acecb37c17909f2d7a7 0000000000000000000000000000000000000000
039bb1a97e40f8d2096f6240915734b62ae9b4a4 0000000000000000000000000000000000000000
039e4802c3b4846d2303b607543942fca290ce15 0000000000000000000000000000000000000000
03a3f47c7f543e10f5f5b43fd6bdc2e571a469b8 0000000000000000000000000000000000000000
03bcdb0cb8efd7d87daa7ed7e76810c5883145d1 0000000000000000000000000000000000000000
03be9a882584194cf25680de69cd239f70a70f04 0000000000000000000000000000000000000000
03c113b0bec5d37dca53e9ffe1d83bbdd510df71 0000000000000000000000000000000000000000
03dfe9f24caf5a85b11fa8d8120acc4063b2aaf1 0000000000000000000000000000000000000000
03e1098730edff6bdb783c90a2d0f94417c7df3b 0000000000000000000000000000000000000000
03e31d9c43c5dab19d654815170cabfb25c87a8c 76c29a8233dcc1e78a3ba6155e61d6c462d6425d
03e570cf37737c83338236b4152126fc2d2964ca 0000000000000000000000000000000000000000
03f17d88f660976e2bc9ba3560ebf98a7689a72a 6ace1cc3fd9b1e2cc5412c9630734b4253443b90
03fea5721106128d9656e674c7069d546e62608e 0000000000000000000000000000000000000000
040b30735c95ff0b6a47d85e5383d303bc0d4f54 0000000000000000000000000000000000000000
0410916facbda02f8a7381f7e21eed61d79e24b0 0000000000000000000000000000000000000000
0410ee3994bc5db63bc95c79a642acf7d993d995 f4f97b6056b0102e32da8f8d34a79b2ae1e68785
041329c0adf42289d9105f0db93f99efaf875feb 0000000000000000000000000000000000000000
0413ed5eda10405f9c18c1c141db1b29922064a1 301a796ea50a3a0d8ab91278ae64221597ed4b84
04204b1aead013631ec183ebc97da27f55ffb517 0000000000000000000000000000000000000000
0420b53039b1155aac1b792d9bb569f92fe8bb68 0000000000000000000000000000000000000000
0422156b3198645754764ab184570f250f29679c 8d324952141422b76b504d3773f96eacc4c66dba
042c5d429187228f45740d73afa81140d9efeea2 0000000000000000000000000000000000000000
0432208ee0c2b7ad7f7ee6e3907416375fac8229 0000000000000000000000000000000000000000
043498c357849def479b860c5a3cff41e1df84a4 0000000000000000000000000000000000000000
043eef1098ac370a3ceef82a1a8f2cfa934ddfcb 0000000000000000000000000000000000000000
04461c13920d11d10b490d8697dea26a17d4c8d3 0000000000000000000000000000000000000000
04463ac69010e7f9e7d935e820326dfa4afc19af 0000000000000000000000000000000000000000
0453060600a42702d6b33818cdbe2b85c69429d6 0000000000000000000000000000000000000000
04554216f55a09124d7bd87b51d22163caa7d1fb ce45d8748d793029dcdfa2cbf15c52b5c643828c
045f07406779cd144a4ce00cf53010eb67c454b2 0000000000000000000000000000000000000000
0468395b5af40bc2cf4e7f893995a470dc3ffb3d 0000000000000000000000000000000000000000
04696688f194a2bec34959472a6a7ed90700c36f 0000000000000000000000000000000000000000
0477e424e9b7be7a1728dc59ec446377d4aa0042 0000000000000000000000000000000000000000
04895af9fe2b50475a0965d09feddc83572432b7 0000000000000000000000000000000000000000
048a4436e92fec6e37657db26c56b19f5139e47a 0000000000000000000000000000000000000000
048b430aea41321cc9dc59d42b02ec7f6d862d7c 0000000000000000000000000000000000000000
048c84bc89af94edd07d43b1fd2163e9849b068d c6bd4108eed7682ca38bc4cffae6074971b7a78b
048cfeb47cedd2f2d069b6351a3ec5d4ed014372 0000000000000000000000000000000000000000
04914908f4f704b47ec4633a64ef601e31d0d1ca 7a76b605d4c40c13c9fa5b843e148afafcbc993c
04980836fff7eaee2cc4ca48328b4818a3809fe4 4db9a84eaeb12240779e74407f706624dc74a5b1
049b193bac68c6871a5acca28e529f14efc423e4 0000000000000000000000000000000000000000
04a5679de6497817c6d92a9bd5c61fd8a851a69a 31fa7085994faff21c34a38b75200e194823e23e
04a7839e69a5b7b782a75545f6156e1e1dae46f2 0000000000000000000000000000000000000000
04ad4eab1282dada678752bb394a6d4d5e7abb4f 0000000000000000000000000000000000000000
04b6788e6a93c549ad11cb4cdbe490ef3058d9c8 0000000000000000000000000000000000000000
04badf3edf60a1eb8062454f10c3b7cc6caefa2f 0000000000000000000000000000000000000000
04bbd44fe5a5d04fdab9dde331bb071bac503e20 0000000000000000000000000000000000000000
04c1aaee31489bc75373d7f231a502e134715fea 0000000000000000000000000000000000000000
04c554af00a9a1f6f45c001ce8b9230e05099b38 0000000000000000000000000000000000000000
04cd90afab3c37118505898c15e07bc2ff9f6906 0000000000000000000000000000000000000000
04d47b6b3425918d7fe1bc28d7435a528a36e0bc 0000000000000000000000000000000000000000
04d53fae63b828991a81099b337fc23c20663a17 0000000000000000000000000000000000000000
04e489c8b2681e755b0a086d5bb24e9b63b141e9 0000000000000000000000000000000000000000
04e786aadf9b1799530281c4e5dc7dd838eb6f40 c0ea9685036fe2bc83a2fdb4b62ceb54aed9ed9f
04ecd71899dcc6e1527f0e14b84ff0dac3d23bbb 27795de249be0a995a8ddda66cb82bc1adc2686c
04ed426ce1c4523316a9b2d3aa786878ac25aca2 0000000000000000000000000000000000000000
04ee8b6b9f34752c19393320bb34cc18f33efe41 0000000000000000000000000000000000000000
04f20b13b5818d2133571de2426168dd72753dfb 0000000000000000000000000000000000000000
04f3fe9143ddbbb8c67817ec0dbc65402791c77a 0000000000000000000000000000000000000000
04f71bae8fbeb701a274019a4498e1784c850bfd 0000000000000000000000000000000000000000
050293566e4ec31bc51b33d67e3cf43852f8196a 0000000000000000000000000000000000000000
0505747ca0ee6129cc60b58661e9ec0629a04fe4 0000000000000000000000000000000000000000
051461573d6d9064b84ea62c02a5c80ca71f06d8 0000000000000000000000000000000000000000
0516cd3856ba0f5532c141e398b06f7e66786e14 0000000000000000000000000000000000000000
0518d765cf586ddccb58d623f346e1a52372717d 0000000000000000000000000000000000000000
051c32126ed87a94564b3fead25a110d231b2bc0 a593ea17e42a5578971fc213de94a9c4466d9dd0
051d89c2887233367e833dbf2d07b3bd8b59035f 0000000000000000000000000000000000000000
052dfabd29762a250e8922bb457691e369f04bcf 0000000000000000000000000000000000000000
053065e8978f8656a90651dc7194da2e914e8476 0000000000000000000000000000000000000000
05340c3d23a5ef01be743afd1b8cdf7da80eecf3 0000000000000000000000000000000000000000
05391d86f2f33a6b99d196174cf279d513277336 3638c1d0af855a9c043ed11909ec1658e5866e49
053c90ec7339a8d851e72773178ebc76e145857d 0000000000000000000000000000000000000000
053dc3c80b4f0c0339bd5faf71a718d44b5a4448 357a0d3cc4ba1b9e5c698e919f52e6fd2d0c6c0e
054264aef05690b721bcb48a649a03b96ca09ab4 0000000000000000000000000000000000000000
05432ca4cbe00830d69b3df7c98e63dc1ccb3646 0000000000000000000000000000000000000000
0544de11da82f77c186110bc82cad064860fd69a 0000000000000000000000000000000000000000
054727c4376bee81ecdafbd62f669d313a291f2b 0000000000000000000000000000000000000000
054defa2252497735d93abccec7bf216ee63742d 0000000000000000000000000000000000000000
055101b320f31ed5223106ca29f28ff7553d67b1 0000000000000000000000000000000000000000
055296395248a844e44c4c3fc3494399073b2f3e 0000000000000000000000000000000000000000
055d93dab70671027f5769118f96e3a213d3b3ee 0000000000000000000000000000000000000000
0563d1621ded614f9801514b524db131594ed50a 0000000000000000000000000000000000000000
056b91a7e523707bf143f6b8f06a5329d96e0202 0000000000000000000000000000000000000000
057686793c511f0c1a96607c5a603a0de4b7486d 9ccd2087a9f3453e3a260cca86786093bab30dc2
0579e8c218df55b084d604c2da3f41ed53467d55 0000000000000000000000000000000000000000
057b10e34bf88452057647ee25539e2bab0432e0 0000000000000000000000000000000000000000
057bd1fe70280175bedbd4d0df6561ba4f20ffe1 d491c92e2a975e270723494dbd74818a1074901b
0581b167b488777aa249187246627ca251618d40 0fbf4e4dade9d5fa3a2844ab59be4ad1a08a7a71
058bcf63d4262e1007b0c17792633d85929e2243 7bc3da2af9207bffcd27aca935ac650316f730c1
0596ee11fa79fef79060c629201460d7f21ea850 0000000000000000000000000000000000000000
0597c2d5e59c4670817e7b9b229b775bda5ebb22 0000000000000000000000000000000000000000
059856d2ddc04421d69b8e316604eb9a4fbff892 0000000000000000000000000000000000000000
059d29e5d8e1b408898787c4c4ad6abdc2dacc6b 0000000000000000000000000000000000000000
059d46e6016d155940d0800e280fe38e1e377d1b 0000000000000000000000000000000000000000
05a25a57b459d6ce985ac38b14e54d1cb7ef45ff 0000000000000000000000000000000000000000
05a2e8c343ebd3171c441820fd31c7e4977eb160 0000000000000000000000000000000000000000
05b6b88148076fa77fabda4a96c8e6dc13dee778 0000000000000000000000000000000000000000
05bba02b8507bcd6039d004c472baee64400a9ec 0000000000000000000000000000000000000000
05bc20ea9aa7ef26748151122eedb44ff7a9de66 0000000000000000000000000000000000000000
05c62418488076aa2c44c9479e15609ef0fb0068 0000000000000000000000000000000000000000
05ca4cbb4ed107d51a117db35b31a0b265ddda37 0000000000000000000000000000000000000000
05cbcacbbcfe3755bf912a64cd272542abc408b2 0000000000000000000000000000000000000000
05cfbb608ca3bf092f9aa43bbf5214baa6708864 0000000000000000000000000000000000000000
05e52045ce2f81aea8453c587f5e9f968c15b34d 0000000000000000000000000000000000000000
05eac27ccc48c6ad68a4cd6f315f907822e65f97 b1b9b6c95f93027ae7750ba71669429b4c140f67
05f652bfaaa8004af9781115a073a4295c7e68c9 0000000000000000000000000000000000000000
060a998690d182a4117adae0ee493823a2b47856 0000000000000000000000000000000000000000
0611f810c030c59247ce1ebaaab750b8aa40d02a 0000000000000000000000000000000000000000
0619fa4c4c7ed4007972465ee4f4633779c957f0 0000000000000000000000000000000000000000
061b32c43b50c3e918c075d738c5f4f6488c43fc 0000000000000000000000000000000000000000
061cd6995b7095bdd704e80106faf6158207bd0f 0000000000000000000000000000000000000000
062067af75cc0b229f87794da3aee8b38ad1287b 0000000000000000000000000000000000000000
0628aadad58c7a72eb094a597093ebdb8472af98 0000000000000000000000000000000000000000
0628f1ddfa8961988f0ecc6311a2311f59f992af 372bc13a14d2687cd6b2063ce8792de89ec7b434
0639600c10a3a658fbc8509b708b16b197b36139 0fe89eba6b8788097f685e2bcdadfcc9daf48222
063b77c74082b30ee23d7fab1d7c138fe0d5fcb4 0000000000000000000000000000000000000000
063c007bfca66b49b7ebaf0901fdf1dda484fc7c 0000000000000000000000000000000000000000
063ec6f3f0f6b017a0a54b33c05fc0ca0a760798 0000000000000000000000000000000000000000
06400637e2d5850b4a7c94c5429c571ffa00af79 0000000000000000000000000000000000000000
06428c25507f04e43e8cff56f7935cd05604db97 0000000000000000000000000000000000000000
064447b08d24c96fb4d1671bbdb4cbbde557c654 0000000000000000000000000000000000000000
0645532e8a1abe2a16188594b5a898774f1e48e4 0000000000000000000000000000000000000000
0647feade4e011678acc9a4b679c85b32e501d5b 0000000000000000000000000000000000000000
0648416552c2338eaaa82dbf2fe9552e09bd3715 0000000000000000000000000000000000000000
0650f000014cbd838d965146f9cbbf3e977c8686 0000000000000000000000000000000000000000
0652bb4935bf05757c0f9b5c1e88d502b0ed36c2 16a4a05a75c81d0c95d06143b6b3ab1f5769b9da
06561e9bbf79b77b1303c2abeb357634fa8394fa 0000000000000000000000000000000000000000
0659a65bb9e8d32ca02f14425afc1a41631ecba4 0000000000000000000000000000000000000000
065e516082f4c8f939573165c02b9f01731ee12e 0000000000000000000000000000000000000000
065e74207704d29acbdc9e1e74d8906ddfb503d1 0000000000000000000000000000000000000000
065e9442701e806f3976328fae2b5955bf71d444 0000000000000000000000000000000000000000
065fd1a15af97f9dfd69a62b0bc02538d74d7e02 0000000000000000000000000000000000000000
0661d93a0067ef577d2a81c39d63c481537e02bb 0000000000000000000000000000000000000000
0667f89b3ddcc033d0043d0d1c64f484ebb4a79e 0000000000000000000000000000000000000000
0668501848378bc63161b2d120051cc3ae5ac538 0000000000000000000000000000000000000000
06762ff192711f1cf591b606cecc0380912f6e34 0000000000000000000000000000000000000000
0678119b4686b850f48720210389bfdc8134ac4e 0000000000000000000000000000000000000000
06784a292478829b49e03a0eac6f3896af62511a 0000000000000000000000000000000000000000
0679b0ce9737c7b82f1942d5339ddb65307de4ba 3472b3454826d0f88e1afc6462faa18b6377a42b
067ab12ad182096b3baa1c1b055beb34606bd663 4128a89fbbba64d83d507dd678cfd7a57adaa490
067c5799a1a8461f14705bee4f99341e52ff3811 0f4e9408196136079ce6d3a98d7961c4421472e8
067e73ffcce316132e9d8a97528c9a1cf3a4c847 0000000000000000000000000000000000000000
0684dafceafeea00e98ae3c2c4919de9c72ba675 0000000000000000000000000000000000000000
068cb11a12711f85dc5a3187f93a379e4aa39d33 0000000000000000000000000000000000000000
069795656f5d581c6ed8d8bec6d9ccebb7fc27a3 0000000000000000000000000000000000000000
06992e6b0f929a6eb395b74e74d926fefa751b1b 0000000000000000000000000000000000000000
069e46267cae2933ca3291b4bcdc29cc1a229047 0000000000000000000000000000000000000000
06a5defe603d7b2111245662f9ff42e1f6322d8f 0000000000000000000000000000000000000000
06ab82e0eb9745d6b2fd78a8491d1f0b008ce5c8 0000000000000000000000000000000000000000
06ae430ff11efc11ba22fb2d56c8ca37b6de303d 983fdeaaa800fea74b00dd6ed8f6ff9a66f6c88a
06b8b835ca052249c38b267e218453cb91f7d75e 0000000000000000000000000000000000000000
06ba38244d593bb593e856c3cd32653a3bce702f 0000000000000000000000000000000000000000
06bec3dc10f8e6cf8b3a6e5e2c8e139621daa5a1 0000000000000000000000000000000000000000
06c41917766b3f14c847273a6243df5a6e876c2c 007bff94c88c96b2734a8cf5b8bdcd861d6ac26f
06d35d4c6823fe3b2b81fb947dfc38f934baa6da 0000000000000000000000000000000000000000
06de6771d3331b0fb972c797733246aaf7c7ac9d 0000000000000000000000000000000000000000
06fa6eb92fd13793a0882cfd0a5d47323f763a83 0000000000000000000000000000000000000000
0700fcca9af86f3dd02e2d39b95e4739691a28b1 0000000000000000000000000000000000000000
0703c4810471011eafc1e25ae6c0b97b61770b5b 55261fc570cae97b356ade3b6acf53747e22267a
0709dfbe15ca33817806b3af464f96ffb207148d 0000000000000000000000000000000000000000
070c1ec23dfbba2bcb95b5a8c8ee4356a7376524 0000000000000000000000000000000000000000
0710aeb05805ee4cecc5371ee819af0c1b617886 0000000000000000000000000000000000000000
0714a1ddbea88f4803a41481775180915327f542 0000000000000000000000000000000000000000
072a484dc42c2f69876cfbaa2cf310b2341215e8 1283b2eb5c130016a6136f82a3b67ca7a0f4f719
